Suspense Type,Company,Family Number,Policy Number,Group Number,Group Name,Division Number,Original Cycle Date,Suspense Account,Item Type,Item Status,Item Age,Deposit Amount,Withdrawal Amount,Remaining Deposit Balance,Description,Product LOB,Payment Method,Carrier Code,Processed User,Policy Status,Batch Number
Policy,Unum,F100108336,10000007980,49923,MILLIKEN & COMPANY,1001,03/09/2026,DirectBill,Deduct from Policy to Suspense,Active,42,477.07,0.00,477.07,Returned from PolicyExpiry to Account: DirectBill,P15204_L02,No Billing,10,,Expired,
Policy,Unum,F100150691,10000038216,32709,S. L. WILLIAMSON CO. INC.,0000,03/09/2026,DirectBill,Lockbox Payment to Suspense,Partial Processed,42,1000.00,0.00,24.00,Deposit to Policy Account: DirectBill,P15204_L02,List Bill,10,Ania Thompson (GII21),Active,
Policy,Unum,F100136608,10000040522,41286,MEDFORD MULTICARE CENTER,0200,03/09/2026,ListBill,Check Payment to Suspense,Partial Processed,42,50.00,0.00,0.05,Deposit to Policy Account: ListBill,P15204_L02,List Bill,12,Don Brennan (BP315),Active,
Group,Unum,,,41286,MEDFORD MULTICARE CENTER,,03/09/2026,ListBill,Internal Transfer to Group,Active,42,50.00,0.00,28.00,Transfer FROM Policy 10000040522 Account: ListBill TO Group MEDFORD MULTICARE CENTER - 41286 Account: ListBill,,,10,Don Brennan (BP315),,
Policy,Unum,F100079625,08D5639495,33496,REGIONS FINANCIAL CORP. ATTN: BENEFIT PAYMENTS,0000,03/06/2026,BankDraftClearing,EFT Payment to Suspense,Active,45,264.85,0.00,264.85,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Group,Unum,,,09010,BERRY COLLEGE INC,,03/06/2026,ListBill,Internal Transfer to Group,Active,45,104.00,0.00,104.00,Transfer FROM Group 09010 Account: General TO Group BERRY COLLEGE INC - 09010 Account: ListBill,,,10,HelpDesk HelpDesk (helpdesk),,
Policy,Unum,F100095999,08D5128009,32614,ELEVATE TEXTILES INC. (PARENT COMPANY),1001,03/05/2026,BankDraftClearing,EFT Payment to Suspense,Active,46,78.35,0.00,78.35,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100000165,08D5128990,,,,03/05/2026,DirectBill,Lockbox Payment to Suspense,Active,46,75.00,0.00,75.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1492
Policy,Unum,F100049008,08D6842575,01035,OLD DOMINION FREIGHT LINE INC,1001,03/05/2026,DirectBill,Check Payment to Suspense,Partial Processed,46,28.67,0.00,2.66,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,Ava Crawley (#LFTSAP),Active,
Policy,Unum,F100143150,08D9283056,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/05/2026,DirectBill,Lockbox Payment to Suspense,Active,46,65.04,0.00,65.04,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1492
Policy,Unum,F100199733,10000048910,,,,03/05/2026,DirectBill,Lockbox Payment to Suspense,Active,46,200.00,0.00,200.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1492
Policy,Unum,F100059357,10000055382,10022,ELEVATE TEXTILES,4005,03/05/2026,DirectBill,Lockbox Payment to Suspense,Active,46,73.32,0.00,73.32,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1492
Policy,Unum,F100043543,10000055544,72523,SPARTAN KING & CLEVELAND MILLS,5555,03/05/2026,BankDraftClearing,EFT Payment to Suspense,Active,46,16.90,0.00,16.90,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,870.00,0.00,870.00,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,48.69,0.00,48.69,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,792.76,0.00,792.76,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,480.10,0.00,480.10,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,376.62,0.00,376.62,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,1200.00,0.00,1200.00,Deposit to Company Account: CashSystem,,,,,,P1493
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,870.00,0.00,870.00,Deposit to Company Account: CashSystem,,,,,,P1493
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,48.69,0.00,48.69,Deposit to Company Account: CashSystem,,,,,,P1492
Company,Unum,,,,,,03/05/2026,CashSystem,Lockbox Payment to Suspense,Active,46,1200.00,0.00,1200.00,Deposit to Company Account: CashSystem,,,,,,P1492
Policy,Unum,F100016927,08D5195867,31900,BROWARD HEALTH FORMERLY N BROWARD HOSPITAL DIST,0005,03/04/2026,DirectBill,Check Payment to Suspense,Active,47,58.50,0.00,58.50,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,Ava Crawley (#LFTSAP),Active,
Policy,Unum,F100060453,10000040606,10022,ELEVATE TEXTILES,5555,03/04/2026,BankDraftClearing,EFT Payment to Suspense,Active,47,13.66,0.00,13.66,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100136900,2252074,769 ,Unum New York,110,03/04/2026,General,Cash,Partial Processed,47,300.00,0.00,139.80,Deposit to Policy Account: General,P15206_L41,Direct Bill,74,Mariia Cherniak (calcfocus_mariia.cherniak@calcfocus.com),Active,
Policy,Unum,F100149279,3699115,796,UNGL,336,03/04/2026,General,Cash,Partial Processed,47,500.00,0.00,141.20,Deposit to Policy Account: General,P15206_L41,Direct Bill,70,Mariia Cherniak (calcfocus_mariia.cherniak@calcfocus.com),Active,
Policy,Unum,F100023772,08D6917927,37005,DIALYSIS CLINIC,0000,03/03/2026,DirectBill,Check Payment to Suspense,Partial Processed,48,200.00,0.00,21.48,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,Chloe Snader (calcfocus_chloe.snader@calcfocus.com),Active,
Policy,Unum,F100061613,10000014195,10022,ELEVATE TEXTILES,3333,03/03/2026,BankDraftClearing,EFT Payment to Suspense,Active,48,43.01,0.00,43.01,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100158834,10000039596,21122,SWIFT TEXTILES INC.,5555,03/03/2026,BankDraftClearing,EFT Payment to Suspense,Active,48,33.64,0.00,33.64,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100088841,0807993,568,MCI,338,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,165.00,0.00,165.00,Deposit to Policy Account: DirectBill,P15206_L41,Direct Bill,70,,Active,P1491
Policy,Unum,F100074657,08D1470802,00000,DIRECT BILL POLICIES,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,78.00,0.00,78.00,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100014627,08D1536986,32461,WITHAM MEMORIAL HOSPITAL,5001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,27.00,0.00,27.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100020627,08D4763076,32455,UNION UNDERWEAR,1001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,100.00,0.00,100.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100130606,08D5227198,12020,COLLINS & AIKMAN CORPORATION,1001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,4.33,0.00,4.33,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100050730,08D5284325,75320,THOMASVILLE FURNITURE INDUSTRIES,1001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,26.00,0.00,26.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100079506,08D5379603,33496,REGIONS FINANCIAL CORP. ATTN: BENEFIT PAYMENTS,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,21.36,0.00,21.36,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100039103,08D5514815,33833,J.B. HUNT TRANSPORT,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,92.41,0.00,92.41,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100039103,08D5514817,33833,J.B. HUNT TRANSPORT,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,198.00,0.00,198.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100146343,08D5569298,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,60.00,0.00,60.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Fully Surrendered,P1491
Policy,Unum,F100146195,08D5595446,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,31.11,0.00,31.11,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100043788,08D5634317,72523,SPARTAN KING & CLEVELAND MILLS,2003,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,21.53,0.00,21.53,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100081897,08D5819627,34120,WHOLE FOODS MARKETS INC.,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,30.33,0.00,30.33,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100147376,08D5981624,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,139.71,0.00,139.71,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100173384,08D6029554,34503,REWARDS PLUS-HYATT CORPORATION,0001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,96.17,0.00,96.17,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100098922,08D6189321,33970,LEGRAND/PASS & SEYMOUR,0001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,25.00,0.00,25.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100098922,08D6189322,33970,LEGRAND/PASS & SEYMOUR,0001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,20.00,0.00,20.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100026136,08D6705893,36561,UTI,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,26.00,0.00,26.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100145785,08D7116557,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0002,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,52.00,0.00,52.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100105509,08D7643905,35627,NCO,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,26.00,0.00,26.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100142440,08D8643554,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,30.33,0.00,30.33,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100146350,08D8974533,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,13.00,0.00,13.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100106782,08D9466827,49923,MILLIKEN & COMPANY,1001,03/02/2026,StopPaymentClaims,PIL,Active,49,7671.35,0.00,7671.35,Deposit to Policy Account: StopPaymentClaims,P15204_L02,No Billing,10,,Death Claim,
Policy,Unum,F100164488,08D9490211,36324,KINDRED HEALTHCARE,0001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,15.00,0.00,15.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Fully Surrendered,P1491
Policy,Unum,F100067385,08D9494472,41388,FIDELITY NATIONAL INFORMATION SERVICES,0002,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,84.78,0.00,84.78,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100067385,08D9494473,41388,FIDELITY NATIONAL INFORMATION SERVICES,0002,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,71.16,0.00,71.16,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100067385,08D9494474,41388,FIDELITY NATIONAL INFORMATION SERVICES,0002,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,13.00,0.00,13.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100067385,08D9494475,41388,FIDELITY NATIONAL INFORMATION SERVICES,0002,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,13.00,0.00,13.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100015401,08D9526501,39248,UNION PACIFIC RAILROAD,0001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,26.00,0.00,26.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100168332,08D9597109,36324,KINDRED HEALTHCARE,0004,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,65.00,0.00,65.00,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100075636,10000000132,33550,KELLWOOD COMPANY-CORPORATE,1204,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,44.33,0.00,44.33,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Active,P1491
Policy,Unum,F100040923,10000000344,15244,THE DIXIE GROUP INC.,1001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,13.00,0.00,13.00,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100189227,10000000634,09122,BGF INDUSTRIES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,32.77,0.00,32.77,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100030659,10000001441,12322,ELEVATE TEXTILES INC.,2001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,100.00,0.00,100.00,Deposit to Policy Account: DirectBill,P15204_L02,No Billing,10,,ETI,P1491
Policy,Unum,F100199052,10000002115,76645,STATE OF TENNESSEE,4005,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,250.00,0.00,250.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100059880,10000002295,10022,ELEVATE TEXTILES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,44.43,0.00,44.43,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100014515,10000002476,99741,CTR CONVERSIONS,9008,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,6.05,0.00,6.05,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Fully Surrendered,P1491
Policy,Unum,F100061852,10000002508,10022,ELEVATE TEXTILES,4444,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,97.00,0.00,97.00,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100078794,10000004138,36998,THALES INC.,0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,21.97,0.00,21.97,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100194427,10000008146,76645,STATE OF TENNESSEE,4005,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,183.00,0.00,183.00,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,10,,Active,P1491
Policy,Unum,F100062179,10000013219,10022,ELEVATE TEXTILES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,20.56,0.00,20.56,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100030708,10000014112,12322,ELEVATE TEXTILES INC.,2001,03/02/2026,DirectBill,Deduct from Policy to Suspense,Active,49,137.45,0.00,137.45,Returned from PolicyExpiry to Account: DirectBill,P15204_L02,No Billing,10,,Expired,
Policy,Unum,F100131671,10000015974,56522,N C BAPTIST HOSPITALS INC.,2001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,19.03,0.00,19.03,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100172516,10000016489,11320,COCHRANE FURNITURE,3001,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,109.39,0.00,109.39,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100060026,10000017319,10022,ELEVATE TEXTILES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,13.66,0.00,13.66,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100162143,10000018409,41366,ST. JOHN KNITS,0201,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,21.13,0.00,21.13,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Active,P1491
Policy,Unum,F100162143,10000018409,41366,ST. JOHN KNITS,0201,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,21.13,0.00,21.13,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Active,P1491
Policy,Unum,F100021395,10000019317,32455,UNION UNDERWEAR,4001,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,134.00,0.00,134.00,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100159004,10000019533,40813,OGILVY & MATHER,0200,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,54.40,0.00,54.40,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Active,P1491
Policy,Unum,F100058807,10000022857,10022,ELEVATE TEXTILES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,14.72,0.00,14.72,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100082820,10000023827,41441,NEW YORK PRESBYTERIAN,0201,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,61.55,0.00,61.55,Deposit to Policy Account: DirectBill,P15204_L02,Electronic Fund Transfer,12,,Active,P1491
Policy,Unum,F100071056,10000025712,66023,REEVES BROTHERS INC.,4201,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,16.50,0.00,16.50,Deposit to Policy Account: DirectBill,P15204_L02,No Billing,12,,Death Claim,P1491
Policy,Unum,F100141760,10000027954,33881,WACHOVIA (ACQUIRED A.G. EDWARDS),0000,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,26.00,0.00,26.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100097615,10000027980,32614,ELEVATE TEXTILES INC. (PARENT COMPANY),1001,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,13.00,0.00,13.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Lapsed,P1491
Policy,Unum,F100020858,10000029992,32455,UNION UNDERWEAR,2001,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,75.87,0.00,75.87,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100172113,10000032069,40356,ASCENSION HEALTH-LOURDES HOSPITAL,0200,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,14.00,0.00,14.00,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Active,P1491
Policy,Unum,F100197576,10000034176,76645,STATE OF TENNESSEE,4005,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,32.10,0.00,32.10,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100082071,10000035038,37356,VIA HEALTH,0200,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,63.90,0.00,63.90,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,12,,Fund Pay,P1491
Policy,Unum,F100196004,10000036938,76645,STATE OF TENNESSEE,4005,03/02/2026,DirectBill,Lockbox Payment to Suspense,Active,49,47.25,0.00,47.25,Deposit to Policy Account: DirectBill,P15204_L02,Direct Bill,10,,Active,P1491
Policy,Unum,F100061763,10000038165,10022,ELEVATE TEXTILES,5555,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,41.77,0.00,41.77,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
Policy,Unum,F100049112,10000040726,01035,OLD DOMINION FREIGHT LINE INC,1001,03/02/2026,BankDraftClearing,EFT Payment to Suspense,Active,49,214.79,0.00,214.79,Transfer to Account:  BankDraftClearing,P15204_L02,Electronic Fund Transfer,10,,Active,
